170287.11640793586,166879.11221931496,164917.37761504768,160524.91231330804,152593.09089807293,154761.62407000142,151538.991496781,149534.6986859725,147164.33015600184,141943.14804417,145255.78045926188,138380.00185974332,135783.64551060303,133785.10885340176,135045.77020012916,134040.29111588933,131171.4138108291,125731.46248546067,123939.4081028238,121568.23374391659,120673.46781702153,118031.69144069222,118096.16987721212,113934.67750456718,115099.70921122632,118210.06778822924,115644.01798041123,113785.87901271785,113835.40121969211,107978.15062601201
170573.8673225262,168081.31004292116,163142.3171257928,159007.2370429573,156582.15277211717,155391.44378806665,155496.89544869232,151714.31878616434,152080.42988484638,149575.79180107114,143190.43449192462,140255.2677517067,145569.5834501679,143077.0296357994,139232.39748389903,133993.57249466074,131958.12365243147,126065.80121996324,124979.7338125536,125445.85153517553,126776.18169153747,119708.18030241756,119477.87020827459,119378.38802519238,112843.76156818411,112064.33045409937,109111.07863101571,111870.66150329604,110684.75545168557,106594.81139344565
170379.7042950134,166250.76722845947,163403.34702932736,156884.53023476535,158312.89454734576,151657.75965611692,151617.45912669628,152057.72823673094,147887.01298484908,146458.78849524225,145377.9587118093,141033.35429364245,142554.28193157422,142306.59206509189,141882.50890750872,142030.71632354477,131116.56923765028,132161.1366038622,132054.5225476866,130762.80973225863,129500.97297195949,130396.13427770072,129956.41889245254,125896.24932306085,127236.28435889182,120521.99693085538,119449.0659812534,123650.94696729531,123134.61724505786,119279.51601750797
170232.04092830903,168521.52618143137,165466.85316927795,160998.08440841985,160311.91268296575,158738.91070793045,152503.93801406625,154022.57748003583,151557.85547213623,152277.6679210798,146392.92663782186,146961.8260633726,148531.4803051042,147253.98869014432,145041.0143317332,145799.3410869384,144231.17542768488,146576.16592475254,142380.28318761816,142901.68126802298,141903.54182093358,135508.37974945485,131552.82812609983,128511.28958987308,130311.40841796192,123507.54547688783,118009.62205299089,118937.05748789264,113646.93745058242,109683.52196282275
170171.25627174816,167285.31161191815,162119.9584292478,158252.19935972022,157075.27460619743,152177.26777792597,152746.06014567352,149763.5834477524,147473.9224763647,144771.62311726552,146826.68000487372,142649.41474283606,142753.49647770484,139099.33573859872,130445.30212263881,137081.27325472113,133288.923552937,127326.07290667284,129581.11436094937,128256.90892465445,124602.55419080106,125165.22870293385,121421.51646775265,117364.57626614513,112612.01345206745,117279.09672258048,105875.58700690992,107593.63227362555,109654.98903036542,106071.79815098707
170460.01425595794,164893.2991349066,163150.01830864634,161938.12448955298,160735.54318965116,159421.3647203221,159637.233242361,154805.644432524,150638.7339977127,147562.91111307417,145095.14095236087,144649.32550204534,142202.65093130647,139561.56615093406,138416.773206172,135756.9660860782,129360.55630983406,128929.29405147216,130488.29301601142,123460.42131169059,123092.46043591647,118433.19279848394,119904.60853350515,114703.98756831777,115869.63260408118,112184.5471236342,111643.69511831208,106066.47981114904,101013.65882670225,98287.50671267201
170045.619285794,164188.99085790085,163282.90031395992,157282.1581694315,157015.175253728,154067.73525050568,150246.67139478383,149741.44331664895,142925.50142434394,139579.79700056312,140986.59173822065,133215.82243423985,134935.3686396848,131676.6168505564,125884.06913070107,123739.46005515041,122844.77504827006,125972.53870648998,123364.67949330018,121003.6624355171,119880.27383112295,114800.65892622544,112572.25410937822,117301.41283055765,110061.09219686332,105884.28282163866,103285.39747531552,98718.43460225116,99872.89801609429,96713.48837622222
170236.88612924342,167677.43586773548,165172.6908352471,160705.86545120284,160105.475846703,154686.41210229762,151828.511204729,148736.6604859009,144073.4674088267,143885.78532524913,144538.98956622908,143206.76258614365,140062.56346660442,136210.84711048607,132571.87146353655,130532.32739088975,132774.53317650527,128437.08113357375,127632.19419257666,128377.15360787844,124619.4597984638,123792.94205616007,125268.36285944495,122344.28661094612,121769.82079999038,119638.03741188787,117045.00304420978,114236.18600227998,117998.28394456988,120350.00619478754
170414.2727721478,167010.29955676713,162809.53949958715,158583.36871914438,157915.36632929082,158063.0058682742,154932.36082743414,148767.75384901662,144565.9163883673,141866.46797412203,140290.52636271057,138008.154438871,130934.24675476484,130587.14790738914,127229.13412795289,123939.73769071605,124597.75113268761,124183.68235389586,124788.64139760661,126222.21838629045,121958.05111194993,123698.17831318386,118740.09510336771,120905.19888222862,119446.98901528688,121998.5685929129,112907.68131376817,106196.01460611208,108838.43857587775,110850.63866977073
170980.6776129002,167307.48459877516,161774.43828081942,156487.41834560473,154539.11400261673,152098.55147856325,148471.02858948792,143149.2678895236,139087.55360133701,144760.94443714572,138212.0720372582,138556.2078706284,135441.21014702693,130441.77261101095,128775.47150066566,125575.84054559615,121986.87920912134,124055.61972387868,122737.27825740243,123084.91259677632,117596.73981724678,121658.6969194552,112404.00130190623,116492.49985001379,108986.01514141126,104250.14830086014,102826.90106740737,98801.57052002955,99046.56064875246,94664.7883256861
170316.38682449085,166436.64119612786,165133.84063635173,158299.65374567662,158202.76799583214,153118.74107458862,154369.97287312348,155037.16955181904,150918.29644681554,148323.20585165388,145372.93602590112,146309.89972114936,142148.14168114477,141228.33789714443,141783.47985169536,143578.64991828502,135227.4124070643,136554.6563574457,136065.61422064953,130346.58969105294,128825.83805736908,124267.7904196327,121488.8971692521,124829.18670493257,123470.34714164339,121932.9655716278,120813.22472763172,116153.9484057938,119425.30007790591,115555.23472952918
170221.88845309385,166865.22475444496,163624.5316521207,158912.70919352883,157609.5914153932,154115.32950048344,156293.9820949348,150727.6239180626,152120.23085291113,151703.98144016718,147665.42801353382,144613.49523980313,148827.35721347082,143308.86384607275,145220.37362771604,137339.94447852857,142294.12666173693,137599.48556742887,131298.9648150155,133962.11026424574,128891.33806247225,127582.48504720631,126511.17787656812,121347.73533607597,118934.03836876087,120771.07258192185,116487.48095242574,108014.34552576342,106790.619174564,107793.67662698684
170484.04854312423,165888.73899941603,164868.9010547719,159837.07579687497,155819.56215191568,154674.6566358995,152369.5103783858,151119.03395548958,149920.80016138844,147153.1692382081,146472.52222248592,140136.7202446767,134379.94289340297,134179.44181235594,127317.99020710797,123408.30645204455,125508.08254301918,122681.8687877524,121748.68536649516,117161.98421787733,116584.4761294838,112782.83865935399,118189.33638635927,116711.87768740015,115434.05321050787,112045.59844861187,109958.41622968498,113846.03647332898,111845.22482207813,104155.78874278908
170668.78439285752,167585.27248511746,165279.10502743025,161190.15915992268,159146.62815908695,155850.40241540168,156072.42954238143,153960.89347941536,150186.39897412102,150752.26745497045,149357.06121748604,143611.3423157406,137649.71156231785,137856.4051540819,128301.9060441777,133017.809268341,122936.53460672368,130291.58770639426,117009.88402727203,119617.61337616379,117297.60247811972,109217.44890750323,113045.61590132085,103265.20554872963,106938.16667281071,102953.28976059763,106264.41958941586,103733.25457096062,103315.03139121918,100938.00338381236
170625.32468463364,167611.59737488552,163810.25653689774,162278.92310812132,157752.48201735425,156952.58947662194,152337.74309532953,147415.84330918087,143516.99451463885,144796.14516662067,143778.47460318578,138924.8830300971,137039.816824599,136313.03025436588,134324.93652568216,128789.74610668639,124340.16926693784,122518.37794553892,119709.61981789279,119880.6124012105,115144.48570925213,115543.7375654747,107185.52207447294,104994.03144713605,104221.49961530099,103007.9736326857,96294.32083448747,97691.00550495561,86540.28259687811,81395.17264377876
170423.99097908183,167896.6432446473,164586.82388970582,159471.2215402986,158968.405785084,158881.47756701242,157407.631303466,151998.71363267378,153527.1931602455,148662.0226700354,149293.8904878705,147681.1221528737,148859.83354220196,149249.01261313737,138755.1905776781,140608.30795294634,141183.01902017344,130833.01850918628,125571.28848631887,126758.15396494226,123159.24980075925,117334.52585057207,122031.48842851637,116766.75438729508,123338.96775597632,117191.28678767613,112740.60646071806,112885.86661311163,111413.27540446408,108747.53740331285
170007.2316754809,166602.2548578931,164394.32153052956,161978.07827985781,160989.62634341387,158736.27084928312,161601.67492525963,155805.27358767414,148914.43487293046,146658.0085243773,140278.92642549123,138449.6339217121,138039.83163700864,132570.18003137823,132997.95727965762,126482.0037332204,125886.1528168346,128485.27322996905,115874.83899836938,117840.51322728524,118346.50399256666,118151.96691995295,107455.48708308725,112182.85162725442,110324.19787189658,107021.11749089629,103327.41845213622,103112.19157457477,98132.78303286363,99403.27831113363
170756.84471243597,168149.1876706634,163398.7501896926,163189.1927679648,156839.84675589466,158827.72764594806,157664.8047393359,157012.35615625762,152164.63540960266,147365.3702643604,147520.57783884963,149032.4626669073,144576.15117423667,141766.92674761874,142018.93822621397,141897.232537551,133644.06489705012,133978.25923011985,129908.12202356211,135804.9687403096,130323.36998152519,130926.10025096618,129700.10254076913,131840.20880285025,133625.8028894965,126627.40591513169,129398.74543922528,129406.30231350948,118243.52495179238,114239.95958177606
170350.76298273075,167302.74689603905,163020.1370889312,160279.70872577786,157409.93467386108,155928.48018076376,155274.58991524548,152410.03765610297,148299.3672676928,147693.4315405885,144322.5153719259,148535.74187832698,143279.18814535174,140332.8561653148,137160.6932133279,135581.15504509938,137003.8102237991,130892.94317522865,127491.99001171984,129944.31069397178,131483.04528841813,127327.66453444034,121756.82100151441,117445.24806551778,121183.94467808465,116896.34091614997,115626.15064136358,116082.62016936854,116282.30831981375,108441.26279558596
169535.799643792,167659.06885515433,166472.9718436178,163917.79486727412,160587.23311592086,158702.15068085713,159361.94213074172,156242.71211411426,155560.41424434207,151898.74176030012,153308.94583871835,148258.4077824135,149707.59148201402,149030.69956971513,151222.53847584277,150075.84415263496,149028.9903756724,145569.4674620041,135254.2100221035,136978.08926377504,132509.40821146907,131325.8844326414,127656.76838583939,127119.3282015185,131964.3543507152,128412.57405261937,127097.19951255532,129436.94525539325,129474.7650442265,126874.0416077755
169639.85820826254,166345.4091123647,163326.38370464038,162267.43848905683,162492.9722573295,156499.16252827036,155472.5547218841,148416.62527047822,145978.66321988343,146464.64893386915,141386.00492302785,141649.0169943918,140201.03555129934,138682.84642588458,139366.8904516764,136227.74553200795,133608.68998664044,139514.20188324072,127466.1790489066,131921.49655183265,125991.87518924175,128661.33622262739,119729.78640227183,118163.3061717447,119948.70495874574,113206.46728144065,116785.80738966672,113981.71765612534,114834.835770807,107154.77444160964
169058.68616970468,167679.79371954215,163722.70383256587,159997.59246416707,158617.01737979706,152631.3450093796,154212.0304838946,151527.912176313,148288.11533238817,148789.08264773397,144907.0285192632,148642.54681167676,141941.33324272768,144562.0115112789,143126.94683659973,143420.72138801886,140894.18685300817,141656.4337094735,138553.35492550107,142369.0984767874,140183.7492051124,141029.5195487048,136281.62762182756,143963.83053972962,134812.1482180389,135149.1177377628,133722.62244636187,132930.71054907166,138681.49126194452,132240.15641933042
171224.45350871974,167619.07454495312,165223.2124105795,160712.1234987643,161335.26695584232,156406.0797020517,156261.14564231122,156505.83562775853,150699.32193735673,150345.87770364474,151241.16633425673,149310.43157479918,146623.88569933508,144036.14660203664,142763.62113954622,141483.0267361487,144782.42082060123,137991.30731737142,140679.83811362175,132833.4477952831,130800.96836046693,128617.20880466941,114033.56200040196,117625.9111482109,110516.16288479723,113638.65031292712,110207.85148184544,109936.95206600707,105532.56342190568,96837.3113836793
169517.5274580067,166785.1584246274,164780.22916727123,161215.02901027806,157414.6045555013,154465.38427396817,152033.76662453404,151019.38706156315,149275.28597173898,143615.88445293022,146992.12945433118,144499.32460972568,143143.03857809998,138723.46854457105,137609.18715578265,134976.6093366571,132641.4701280159,131706.00576874882,130700.66901229195,125093.294051609,128516.90328486617,130761.36908352091,121139.42383330723,122651.27228057814,119152.3124165755,118141.77260509222,117372.13322895695,115832.17408638095,111746.24887160397,116046.8316224264
